Scapolo, Dean	New Zealand Music Charts 1966-1996	1	IPL Books	Book or booklet - paperback	186	false			bibliography	true		362 p. : ill., ports. ; 30 cm.					(c) Dean Scapolo 1997		1997					This book is dedicated to Steve							yes		0-908876-00-9			
Chance, Tony (Ed)	RIANZ Recording Industry Association of New Zealand 1996 Yearbook	1	Recording Industry Association of New Zealand Inc	book or booklet - paperback	190	false			industry manual - NZ	true		v. : ill., ports. ; 30 cm.	in annual reports				(c) Recording Industry Association of New Zealand Inc 1996		1996												yes					1172-5052
	The Great Australian Song Book	1	Wise Publications	book or booklet - paperback	198	false			sheet music	true					A songbook of popular Australasian music, includes guitar tabs. Some songs by New Zealand artists, such as Dave Dobbyn and the Finn brothers.		(c) Wise Publications 1998		1998	MS03451											yes		0-949789-48-8			
Scapolo, Dean 	New Zealand Music Charts 1975-2000 - Albums	1	Dean Scapolo	Book or booklet - paperback	205	false			Bibliography	true		1 v. (unpaged) : ill. ; 30 cm.					All rights reserved		2001					This book is dedicated to Beth, Edson, erick and Ryan Madis of Ohio, USA							yes		0-908876-34-3			
Simpson, Adrienne and Newson, Geoffrey	Alex Lindsay: the man and his orchestra	1	School of Music, University of Canterbury	book or booklet - paperback	206	true	$25	BOLINDS	biography	true		xiv, 164 p. : ports. ; 21 cm			"Alex Lindsay was an intriguing complex of many characteristics. He could summon an Irish-bred anger in an argument; he could play the sweetest of 'jazz fiddle'; his mixture of the suave gentleman and the average Kiwi bloke was a delight; and he combined the rogue and the artist with comfortable unconcern for what people thought. All in all, he seemed to be a mixture of Denis Glover and Dan Davin. Like them he was a true representative of 'our' age - the age between the wars." - John Ritchie (from the forward to Alex Lindsay: the man and his orchestra)		(c) Adrienne Simpson and Geoffrey Newson, 1998	The Canterbury Series of bibliographies, catalogues and source documents in music number nine	1998												yes		0908718-07-1			0112-4730
Thomas, Allan (Ed)	Music in New Zealand: A Reader from the 1940s	1	School of Music University of Canterbury	book or booklet - paperback	211	true	$35	BOTHOMAS	history	true		xii, 237 p. : ill., facsims., music, ports. ; 22 cm.			This is a fascinating collection of material covering everything from New Zealand music publishing initiatives by Charles Begg & Company to Lili Kraus playing Beethoven. "The articles, commentaries and reviews that appeared in the journals and newspapers of the later 1940s give a vivid picture of the liveliness of the musical scene in those years when New Zealand was beginning to forge an independent path in music." Allan Thomas (editor) 		(c)Allan Thomas 2000	The Canterbury Series of Bibliographies, catalogues and source docuements in Music No 10	2000												yes		0908718-08-X			0112-4730
Royal, Te Ahukaramu Charles (Ed)	Te Ara Puoro - Maori Musical Creativity 1	1	Toi Maori Aotearoa	journal	212	true	$20	BOTEARA	Commentary or analysis	true		v. : ill. ; 30 cm.	magazine with CD inside back cover		Te Ara Puoro or "the pathway of sound" highlights some key Maori performers and composers and includes a 13 track CD. Compiled for Puatatangi, the Maori Music Committee of Toi Maori Aotearoa.																yes	magazine with CD				1174-846X
Freedman, Sam 	Solid Gold Maori Songs	1	Seven Seas Publishing Pty Ltd	book or booklet - paperback	215	true	$14		sheet music	true							(c) Seven Seas Publishing Pty Ltd 1973		1973												yes					
Carr, Edwin	A Life Set to Music  - The Autobiography of Edwin Carr	1	Blanchard Press	book or booklet - paperback	217	true	$43	BOO20B10	biography	true		ii, 224, vi p. : ill., ports., music. ; 21 cm			the life of a free-lance composer is not necessarily easy, and in this book Edwin Carr has attempted to reveal the flavours of such a life. It forms both a warning and an encouragement.		(c) Blanchard Press Ltd, 2001		2001												yes		0-473-07851-1			
Hambleton, Keith (editor)	"Concord of Sweet Sounds" The New Zealand Symphony Orchestra at 30: a scrapbook of memories from thirty years of music-making	1	Concert Department, Broadcasting Corporation of New Zealand	book or booklet - paperback	218	false			history	true		51 p. : ill., facsims, ports ; 18 x 23 cm							1977												yes					
Cresswell, Lyall	Tracing the Lightning Flashes	1	Massey University Music	book or booklet - paperback	219	true	$10	BO026MUM	commentary or analysis	true		19 p. ; 21 cm			This address was delivered by Dr Lyell Cresswell at the Regent Theatre, Palmerston North, on 31 October 2000		(c) Lyell Cresswell, 2000	Massey University Composer Address 2000	2000												yes		0-9582065-0-3-8			
Body, Jack	Sex, Politics, Religion - and Music	1	Massey University Music	book or booklet - paperback	220	true	$10	BO015MUM	commentary or analysis	true		19 p. ; 21 cm			This address was delivered by Associate Professor Jack Body in the Auditorium, College of Humanities and Social Sciences, on 18 August 1999		(c) Jack Body, 1999	Massey University Composer Address 1999	1999												yes		0-9582065-0-3			1174-1554
Harcourt, Peter	Fantasy and Folly - the lost world of New Zealand musicals 1880 - 1940	1	Steele Roberts Ltd	book or booklet - paperback	223	true	$37.50	BOHARCOURT	history	true		vi, 170 p., 8 p. of plates : ill. (some col.) ; 25 cm			"Once heard - long forgotten" says the author about New Zealand's pioneering stage musicals. But do they deserve to be lost in the props cupboard of history? Peter Harcourt's comprehensive study conjures up a romantic, sometimes bizarre world of impresarios and Lotharios, cannibal feasts and femmes fatale. Of special interest is the vibrant Maori aspect of many of our early musicals, and the bold attempts to create a distinctive New Zealand identity.		(c) Bidwill Trust 2002		2002												yes		1-877228-65-6			
Tipping, Simon	Choir of the World - The New Zealand National Youth Choir 1979-1999	1	Dunmore Press Ltd	book or booklet - paperback	225	true	$35	BOTIPPING	history	true		213 p. : ill. ; 24 cm			Choir of the World tells the fascinating story of the New Zealand National Youth Choir from simple beginnings to its current world-class status. In this lively account Simon Tipping looks at the choir's first twenty years as seen through the eyes of those who took part, and those who listened and watched. As well as telling the story, he examines the reasons for the choir's success, their repertoire, their relationships with sponsors, their policies and administration.		(c) Simon Tipping and Dunmore Press Ltd, 2002		2002												yes		0-473-08395-7			
	Cook Island Drums Chants and Songs	1	Ode Record Company Ltd	CD	226	true	$30	CDCOOKIS	NZ recordings - other genres	true				Aroha Ete Tua Tua Mou Kia Orana Kia Orana Kotou Ko Iro Te Taunga Ko Koe e Tangaroa Oea Te Vaka Pu Raroronga Nui Rarotonga Te Enua Rau Makaatu Rhythms of the Cook Islands Symphony of Drums Tapa T'aa T'ai Tiare Rarotonga Tutu e Maniota Uri Mai 			(c) Ode Music 1992		1992	Ode VOY1335									Tumuenua Dance Group		yes					
	He Toa Takatini - A selection of Authentic Maori Songs and Chants	1	Ode Record Company Ltd	CD	227	true	$30	CDMAN1007	NZ recordings - other genres	true		1 sound disc : digital, stereo. ; 4 3/4 in.			Produced by Terence O'Neill-Joyce. Historical recordings made on location in Taranaki/Waikato and Hawkes Bay. Every effort has been made to retain the warmth of the original recording's location.		(c) Ode Record Company Ltd 1987		1987	Ode ODE1007											yes					
Te Vaka	Ki Mua	1	Spirit of Play Productions Ltd	CD	228	false			NZ recordings - other genres	true		1 sound disc (44 min., 49 sec.) : digital ; 4 3/4 in.					(c) Spirit of Play Productions Ltd 1999		1999		00:44:49								Te Vaka, Opetaia Foa'i (lead vocals)		yes					
	New Zealand Sings	1	Viking Sevenseas Ltd	CD	229	true	$30	CDVSS488	NZ recordings - other genres	true		1 sound disc : digital ; 4 3/4 in.			The artists performing on this recording read like a Who's Who of Maori song and dance. Hear the distinctive voice of Wiki Baker with the famous choirs of St. Joseph's Maori Girls' College, Turakina Maori Girls' College and the New Zealand Maori Chorale, sensitively backed by the Brian Hands Concert Orchestra.				1995?	Viking Sevenseas VPS488									Wiki Baker, St Josephs' Maori Girls College Choir, Turakina Maori Girls College Choir, New Zealand Maori Chorale, Brian Hands Concert Orchestra		yes					
	Pokarekareana	1	Viking Sevenseas Ltd	CD	53	true	$30	CDVPS487	NZ recordings - other genres	true		1 sound disc (ca. 59 min.) : digital ; 4 3/4 in.			A selection of famous Maori action songs, poi dances, love songs, canoe and fishing songs, stick game songs and traditional chants. Peformed by the New Zealand Maori Chorale with orchestral arrangments by Brian Hands and choral arrangements by Paul Katene.		(c) Sevenseas Publishing Pty Ltd		1993?	VPS487	00:59:30								New Zealand Maori Chorale		yes					
	25 Solid Gold Maori Songs	1	Viking Sevenseas Ltd	CD	231	true	$30	CDVPS377	NZ recordings - other genres	true		sound disc (53 min.) : digital, stereo. ; 4 3/4 in. + 1 booklet.	companion songbook reference # 215 and reference to book #144		Traditional and contemporary Maori music including instructions on how to perform an action song and the long and short poi dances. Also in the CD booklet the notation of Pokarekareana and Po Aturau (Now is the Hour). Accompanying songbook is available from our reference library only.		(c) Viking Sevenseas NZ Ltd 1988		1988	Viking Sevenseas VPS377	00:53:00										yes					
	Hato Paora 50 years on 	1	South Pacific Recordings Ltd	CD	232	true	$30	CDSPR100	NZ recordings - other genres	true		sound disc : digital ; 4 3/4 in.		Amorangi Ki Mua Aotearoa Atua kaha Rawa Aue! Auahi Kore Aue Petera E Papa Waiari E Te Ariki E to Matou Matua Haka - Nga Kura He is Lord Heena BlenteenKa Mate Ka Mate Mai I Nga Iwi Maranga Ake Maranga Ake Mai Ra Maranga Mai Poi Kia Mau Ta Moko Tama Tu Tena Koutou Katoa Waiata Ki Te Ao 	A Programme of Haka and Song for the new millennium. A Keith Southern Production.		(c) South Pacific Recordings Ltd and KSP Music Ltd, 1999		1999	South Pacific SPR100									Hato Paora College, Morvin Simon (Choral Dir)		yes					
	Oceania	1	Point Music	CD	233	true	$30	CDUNIOCEANIA	NZ recordings - other genres	true		1 sound disc : digital ; 4 3/4 in. + 1 booklet.		Haera Ra Hautoa Hautoa (beatmasters mix) He Tangata Hinerakatauri Kihikihi Kotahitanga Kotahitanga (beatmasters mix) Pepepe PukaeaTino Rangatiratanga	Oceania is a rich palette of new sonic possibilities with original music by Hinewehi Mohi and Jaz Coleman. It is an extraordinary modern album that draws from Maori culture, including vocal traditions and te taonga puoro fused with modern popular influences.		(c) Point Music, 1999		1999	Philips 536-775-2									Hinewehi Mohi (vocals) Hirini Melbourne, Bernard Makoare and Rangiiria Hedley (taonga puoro) Jaz Coleman (Ocarina, guitar, bass, keyboards)		yes					
	Awhi Mai	2	Te Waka Toi	CD	234	false			NZ recordings - other genres	true		1 sound disc (73 min., 33 sec.) : digital ; 4 3/4 in.			Awhi mai is a collection of waiata from Maori composers and musicians who have been supported by Puatatangi, either as participants in Wananga or as recipients of Puatatangi's "Rourou e Rua Recording Grants Scheme". the purpose of this album is to acknowlege all 'budding artists', particularly those who have not had the opportunity to record their original compositions. Includes songs by Rex Kapua, Lovey Raniuaia, Joseph Tamaira, Dennis Ratima, Korimako, Manotangiwairua Pratt, Colin Tuhaka, Te Aroha Wairau, Mere Taylor, Karl Teariki, Kino Crawford, Jeff Addison, and Kataraina Pipi.		(c) Puatatani - Toi Maori Aotearoa 2001		2001												yes					
	The Tahiwis	1	National Library of New Zealand and Atoll Ltd	CD	235	true	$30	CDACD9801	NZ recordings - other genres	true		1 sound disc (53 min., 13 sec.) : digital ; 4 3/4 in.			The beautiful voices of Henare, Hinehou and Weno Tahiwi can now be heard once more. These twenty-two waiata, recorded for Parlophone in Sydney in 1930, are a treasure for future generations.				1998	Atoll A9801	00:53:13								Te Whanau Tahiwi		yes					
	Waka Maori	2	Kiwi Pacific Records International Ltd	CD	236	true	$30	CDKIWI224	NZ recordings - other genres	true		1 sound disc (37 min.) : digital, stereo. ; 4 3/4 in. + 1 leaflet.			Vibrant Action Song and Dance from the group that went to the World Expo in Seville in 1992.		(c) Kiwi Pacific Records 1992		1992	Kiwi Pacific SLC-244	00:37:00								New Zealand Expo Maori Entertainers		yes					
	Inia Te Wiata - A Festival of Maori Song Waiata Maori	2	Kiwi Pacific Records International Ltd	CD	237	true	$30	CDSLC225	NZ recordings - other genres	true		 1 sound disc (ca. 51 min.) : digital, stereo. ; 4 3/4 in. + 1 booklet (12 p.) 005100			A Festival of Maori Song with the New Zealand Maori Theatre Trust. Other soloists include Isabel Cowan (soprano) and Joshua Gardiner (tenor).		(c) Kiwi Pacific Records International Ltd, 1992		1991	Kiwi Pacific SLC-225	00:51:00								Inia Te Wiata, The New Zealand Maori Theatre Chorus,  Isabel Cowan, Joshua Gardiner, Peter Cowan, Robin Ruakere		yes					
	Traditional Music of the Maori - an historical collection	2	Viking Sevenseas Ltd	CD	238	true	$30	CDVSS479	NZ recordings - other genres	true		1 sound disc : digital ; 4 3/4 in.			An historical collection from groups including the Rangatira Maori Opera group and Turakina Maori Girls' College Choir.				1995?	Viking Sevenseas VPS489									The Rangagtira Maori Opera Group, Turakina Maori Girls College Choir, Hannah Tatana, Mrs Paeroa Wineera and the Ohinemutu Cultural Group		yes					
	Songs of Inspiration Waiata Taonga ma te Hinengaro	2	South Pacific Recordings Ltd	CD	239	true	$30	CDSPR107	NZ recordings - other genres	true		1 sound disc (50 min., 7 sec.) : digital ; 4 3/4 in.			Vocal and musical arrangements written and conducted by Rim D Paul.		(c) South Pacific Recordings (NZ) Ltd, 2000		2000	South Pacific SPR107	00:50:07								The National Maori Choir Te Roopu Waiata Maori O Aotearoa		yes					
	Karanga Voices - New Zealand Heritage in Sound	1	Asia Pacific Archive, School of Music, Victoria University of Wellington	CD	241	false			NZ recordings - other genres	true		1 sound disc (66 min., 12 sec.) : digital ; 4 3/4 in			Volume 1: calls and chants. Voices in calls and chants form fascinating musical types: commands and commentaries, announcements and auctions, prayer and protest, taunts, game and crowd chants. Ordinary, everyday speech is transformed into call or chant or heightened speech under a number of conditions: when the message is of high importance or because the sound must travel a considerable distance, or when the message is repeated endlessly. Tis is the first CD in a continuing collection, covering the familiar sounds of New Zealand.				2001		01:06:12										yes					
	Te Vaka - original, contemporary Pacific	1	Pacific Nation Record Co Ltd	CD	244	true	$		NZ recordings - other genres	true		1 sound disc : digital ; 4 3/4 in.					(c) Pacific Nation 1997		1997	Pacific Nation TANG PNRC D533									Te Vaka		yes					
	ENZSO	1	Sony Music Entertainment Ltd	CD	246	false			NZ recordings - other genres	true		 1 sound disc : digital ; 4 3/4 in. + 1 lyric sheet.Subject: 			This is not a Split Enz album. It is a selection of Split Enz songs performed by some of New Zealand's finest contemporary artists, and featuring the New Zealand Symphony Orchestra and NZ National Youth Choir.		(c) Sony Music Entertainment Ltd 1996		1996	EPIC 483870.9									Dave Dobbyn, Neil Finn, Annie Crummer, Eddie Rayner, Tim Finn, Sam Hunt (lead vocals) New  Zealand Symphony Orchestra, New Zealand National Youth Choir		yes					
	Spellbound - The Very Best of Split Enz	1	Mushroom Records	CD	247	false			NZ recordings - other genres	true		2 sound discs : digital ; 4 3/4 in.	2 CDs in 1 case				(c) Mushroom Records p/l 1997		1997	Mushroom MUSH33015.2									Split Enz		yes 					
Leathem, Kare Rapata	Waiata Mai - 35 Maori Songs	1	Godwit Press Limited	kit	249	false			education resource	true		62 p. ; 18 cm. 1 sound cassette (ca. 50 min.) : analog, stereo.	Book & cassette in (rather delapidated) plastic case - CD edition is #515		Waiata Mai (Sing to Me) is a Maori song book aimed at anyone who is learning the language or planning to visit a marae for the first time. It comprises 35 popular Maori songs. For each song, the Maori lyrics are accompanied by a new English translation and explanatory noes. A cassettee including all 35 songs is also included. 		(c) Kare Rapata Leathem 1991		1991					A token of remembrance to Wikitoria, my young sister.					Kare Rapata Leathem		yes	Book and cassette	0-908877-03-X			
	Nga Moteatea - traditional song-poetry of the Maori	1	Kiwi Pacific	cassette	266	false			NZ recordings - other genres	true		1 sound cassette : analog, stereo, Dolby processed.								Kiwi Pacific TC SLD-33									Rangi Te Kura Dewes		yes					
Riley, Phil	The New Zealand National Anthem Music Kit	1		kit	267	false			Education resource	true			in blue folder		Cd is missing from kit																yes	CD-Rom and scores, information sheets				
Melbourne, Hirini 	Te Wao Nui a Tane	2  	Huia Publishers Ltd	Kit	268	true	$45	BOTEWAINU	lyrics / libretti	true		1 book (72 p. : ill. ; 17 cm.), 1 sound disc (digital ; 4 3/4 in.)	book and CD in envelope		e Wao Nui a Tane is a unique collection of waiata selected by acclaimed story and song writer, Hirini Melbourne. It is beautifully illustrated in colour by Te Maari Gardiner and celebrates the living world of New Zealand's native forest, from the dawn of a new day to nightfall. The book comes with a CD of the 28 waiata performed by Hirini Melbourne.		(c) Hirini Melbourne and Te Maari  Gardiner 1999		1999					He taonga kahurangi tenei mahau, ma ratou a tatou tamariki, mokopuna. No reira, naumai, haere mai							yes	book and CD	0-908975-99-6			
togi, Petrina; Baysting, Arthur	Pasifika - Pacific Island Music Handbook	1	New Zealand Music Industry Commission	book or booklet - paperback	269	false			industry manual - NZ	true		28 p. : ill. (chiefly col.) ; 25 cm.	in yearbooks & directories		Success in recent years by prominent Pacific Island artists, means pacific music has never been stronger. the NZMIC's Pacific Island Music Hndbook offers advice for people creating Pacific Island music. 				2002												yes		0-473-08435-X			
Roger Steele (editor)	An Ordinary Joker - The Life and Songs of Peter Cape	1	Steele Roberts Ltd	Book - hardcover	272	true	$58	BOCDCAPE	biography	true		x, 206 p. : ports. ; 23 cm. + 1 sound disc (75 min., 5 sec. : digital ; 4 3/4 in.)			Peter Cape is best known for his songs which are Kiwi Classics. Funny, sentimental, satirical, historical, contemporary; they nailed down Kiwi identity in a way no one has done before or since. This book presents a sketch of Peter Cape's life including thumbnail autobiography, the complete songs with music, words, chords and explanatory material and an accompanying CD with 23 songs.		(c) Estate of Peter Cape 2001; Recorded songs (c) Kiwi Music/Kiwi Pacific Records International Ltd		2001												yes	with CD	1-877228-12-5			
Scullion, Michelle and Sinclair, Paul	The Art of Improvisation volume 1	1	Melectra Music	kit	274	false			education resource	true		1 sound disc (57 min., 6 sec.) : digital ; 4 3/4 in. + 3 v. of music (30 cm.)			In 1999 Michele Scullion created The Art of Improvisation programme to present a workshop at the International Flute Convention. The CD has recordings to improvise with, and the booklets have scores for concert pitch, Bb and Eb instruments, with lesson plans for each track.		(c) Melectra Management  Limited 2001		2001												yes	three books and CD				
national library staff	Sing second edition - a catalogue of choral scores 	1	National Library of New Zealand/Te Puna Matauranga O Aotearoa	Book or booklet - paperback	279				bibliography				two volumes: I & II						1995												yes		0-477-02756-3			
	Arse	1	Dog Who Cried Wolf Records	CD	281	false			NZ recordings - other genres	true							(c) Dog Who Cried Wolf Records 2001		2001										pHONK - Andrew Caldwell (vocals, guitar), Martin Green (guitar, bass, vocals), Michael Mulheron (Guitars, vocals, violin, bass), Helen Bowater (keyboards, vocals), Chris McCarthny (Drums, vocals), David Bowater (percussion, organ, wobbleboard, vocals)		yes					
Shieff, Sarah	Talking Music - conversations with New Zealand musicians	1	Auckland University Press	book - hardcover	282	true	$49.50	BOSHIEFF	biography	true		x, 206 p. : ports. ; 23 cm. + 1 sound disc (75 min., 5 sec. : digital ; 4 3/4 in.)			In this book Sarah Shieff talks informally with a wide range of gifted composers and performers, among them Hirini Melbourne, Wilma Smith, Edwin Carr, Jenny McLeod and Gareth Farr, who have all made music their lives. "I'm simply obsessed with how little we know about ourselves," says William Dart. "And it's artists, writers, composers and musicians who can tell us. They are the ones who can keep alive the stories that touch our hearts, our minds and our souls."		(c) Sarah Shieff, 2002		2002					to the memory of my father, Bernard Shieff (1916-2001) whose love and support never faltered.							yes		1-86940-228-6			
Little, Jeni 	Gareth Farr - a learning guide to Kembang Suling & Volume Pig	1	Chimaera	book or booklet - paperback	284	true	$65	BO045_02	education resource	true		61 leaves : ill., music ; 30 cm			This learning guide to Kembang Suling for marimba and flute and Volume Pig for percussion quartet contains extensive background material and detailed musical analyses, which together give unique insight into both the music and the creative process behind the making of it. Other guides in the Chimaera series include Baxter; John Psathas: Drum Dances and Abhisheka; and Cook Islands: The Music of Nga Pu Toru.		(c) Chimaera 2002		2002												yes		0-473-08423-6			
Little, Jeni 	Baxter - a learning guide to the CD	1	Chimaera	book or booklet - paperback	285	true	$65	BOBAXTER	education resource	true		79 leaves : ill., music ; 30 cm.			A learning guide to the CD of the same name with songs to the poems of James K.Baxter by 12 songwriters including Dave Dobbyn, Charlotte Yates, Greg Johnson, Mahinarangi Tocker, Emma Paki and Andrew Brough.		(c) chimaera 2001		2001												yes		0-473-08248-9			
Camm, Cheryl 	SOUNZwrite guide - Hamilton: Rakiura for Choir	1	SOUNZ	book or booklet - paperback	286	false			education resource	true		10, [27] p. : ill., music ; 30 cm.			David Hamilton is arguably New Zealand's foremost choral composer. His 'Rakiura', for SATB choir, is based on a play by Eileen Philipp and tells, in the style of a Noh drama, the story of a Japanese woman found living in a cave on Stewart Island. This SOUNZwrite guide was subsequently incorporated into the SOUNZwrite Level 2 NCEA Guide (Revised Edition)  which has an accompanying CD		(c) Cheryl Camm 1999		1999												yes					
Camm, Cheryl 	SOUNZwrite guide - McLeod: Childhood for Choir	1	SOUNZ	book or booklet - paperback	287	false			education resource	true		110, [21] p. : ill., music ; 30 cm.			Jenny McLeod's 'Childhood' was composed by one of Aotearoa's most influential composers. This magical choral work comprises a series of 10 related poems about a day in the life of a small boy - joy and puzzlement, dream and reality are brought together through his eyes and ears. Students and teachers will enjoy the fun and instructional activities based on the work. This SOUNZwrite guite was subsequently incorporated into the SOUNZwrite Level 1 NCEA Guide (Revised Edition) which has an accompanying CD		(c) Cheryl Camm 1999	SOUNZwrite Education Series	1999											true	yes					
Camm, Cheryl	SOUNZwrite guide - Fisher: Pounamu for choir and flute	1	SOUNZ	book or booklet - paperback	288	false			education resource	true		86, [27] p. : ill., music ; 30 cm.			Helen Fisher's 'Pounamu', for choir and flute or koauau, was inspired by the sparkling summer waters of Nelson. Activities cover everything from notation and improvisation exercises through to aspects of Maori and Japanese music.  This SOUNZwrite guide was subsequently incorporated into the SOUNZwrite Level 1 NCEA Guide (2006 Revision) which has an accompanying CD		(c) Cheryl Camm 1999	SOUNZwrite Education Series	1999												yes					
Camm, Cheryl 	SOUNZwrite guide - Finn: I hope I never	1	SOUNZ	book or booklet - paperback	291	false			education resource	true					This is a workbook about 'I Hope I Never', Tim Finn's soaring ballad, which proved to be a 1980s hit for Split Enz. The guide compares the original song with Eddie Rayner's ENZSO orchestration, and is packed with well-written activities centered on the song, the album, the band, and the composer and arranger.  This SOUNZwrite guide was subsequently incorporated into the SOUNZwrite Level 1 NCEA Guide (Revised Edition) which has An accompanying CD 		(c) Cheryl Camm 1998	SOUNZwrite Education Series	1998												yes					
Camm, Cheryl 	SOUNZwrite guide - Psathas: Waiting for the Aeroplane	1	SOUNZ	book or booklet - paperback	292	false			education resource	true					ohn Psathas is one of New Zealand's most exciting composers, and his evocative piano work 'Waiting for the Aeroplane' provides a basis for the study of Greek music and Jazz. This SOUNZwrite guide was subsequently incorporated into the SOUNZwrite Level 2 NCEA Guide (Revised Edition) 		(c) Cheryl Camm 1997	SOUNZwrite Education Series	1997												yes					
Camm, Cheryl	SOUNZwrite guide - Whitehead: Lullaby for Matthew	1	SOUNZ	book or booklet - paperback	293	false			education resource	true		1 v. (various pagings) : ill., forms, music ; 30 cm.			Lullaby for Matthew is a short "romantic" piece for piano (about Grade 5) by one of Aotearoa's most important composers, and explores the variation form as a compositional tool. This SOUNZwrite guide was subsequently incorporated into the SOUNZwrite Level 2 NCEA Guide (Revised Edition) 		(c) Cheryl Camm 1997	SOUNZwrite Education Series	1997												yes					
Drummond, John and Sell, David (Eds)	Taonga of the Asia Pacific Rim - proceedings of the NZSME & ISME conference 2001	1	NZSME 	book or booklet - paperback	297	false			Commentary or analysis	true		360 p. : music ; 30 cm.	In conferences. This is the copy without a CD-ROM		Conference proceedings of the New Zealand Society for Music Education (inc) and the International Society for Music Education		(c) NZSME 2002		2002												yes		0-9597801-4-9			
	Ko Ngati Poneke Hoki Matou 	1	National Library of New Zealand; Atoll Ltd	CD	298	true	$30	CDACD701	NZ recordings - other genres	true		1 sound disc (67 min., 49 sec.) : digital ; 4 3/4 in. + 1 booklet.			Classic Concert Party recordings by the Ngati Poneke Young Maori Club with solos by Witiana Harris. This CD is a tribute to the early years of the club which was formed in Wellington in 1937 - and still exists today.		(c) AtollCD Ltd 2001	He Puiaki Puoru Treasures in Sound	2001	Atoll ACD701									Ngati Poneke Young Maori Club; Witarina Harris		yes					
Doorly, Gerald	The Songs of the 'Morning' - a Musical Sketch	1	Reardon Publishing	CD	299	true	$30	CDMORNING	NZ recordings - other genres	true		1 sound disc (47 min., 59 sec.) : digital ; 4 3/4 in.			Songs from the heroic age of Antarctic exploration written by Captain Gerald Doorly, grandfather of New Zealand baritone Roger Wilson. These songs were written aboard the 'Morning' which sailed to the Antarctic in 1902 to relieve Captain Scott's 'Discovery'. Though the collection includes one rousing sea shanty, the music derives more from the world of the Victorian parlour song, popular ballad and hymn, an era that gloried in the gentleman amateur and do-it-yourself entertainment.		(c) All rights reserved		2002										Roger Wilson (baritone) Gillian Bibby (piano), Charles Wilson (recitant), Grant Tilly (narrator), Peter Vere-Jones (recitant) The Morning Glories Roy Tankersley (cond)		yes		1-873877-52-8	M9002068-0-0		
	Sweet! A Taste of New Zealand Music	2	New Zealand Music Industry Commission	kit	300	false			education resource	true		1 book (68 p. : ill. ; 30 cm.), 1 CD (67 min., 38 sec. : digital ; 4 3/4 in.), 1 CD-ROM	Book & 2 discs in case, in envelope		Sweet! is designed to provide teachers and students with an easy-to-use resource that, while it only scratches the surface of New Zealand repertoire, is an inspiration and a celebration of the current renaissance of contemporary NZ Music culture.The resource consists of Teachers' Guidelines with an audio CD and a  companion CD-ROM. Overall, there are around 50 artists from a wide range of genres.		(c)  Ministry of Education, New Zealand Music Industry Commission and existing copyright holders		2002	 											yes	Book with CD and DVD Rom				
	Pukaha Mount Bruce Songs from the forest	1	Dept. of Conservation, Rangitaane O Wairarapa, and the National Wildlife Centre Trust	CD	303	true	$39.50	CDPUKAHA	NZ recordings - other genres	true		 1 sound disc (56 min., 26 sec.) : digital ; 4 3/4 in. 	book with CD inside back cover, with CDs in numerical order	1 The Awakening Bird song native to Pukaha/Mount Bruce2 Playtime Bird song native to Pukaha/Mount Bruce3 Waiata Manu Huia Rangitaane O Wairarapa4 The Night Shift Bird song native to Pukaha/Mount Bruce	Produced by Tony Silbery, this CD of native bird song from Pukaha/Mount Bruce takes the listener on a melodic voyage from one dawn to another. The waiata (track 3) was composed and recorded by Rangitaane O Wairarapa especially for this project. It pays homage to the now extinct Huia, a native of Pukaha/Mount Bruce last seen in the Tararua forest in 1907. The concept, music and words are by Mike Kawana. "Pukaha: songs from the forest" won the Conservation Initiative Award at the 2002 Wellington Conservation Awards.Selected Tracks		Dept. of Conservation, Rangitaane O Wairarapa, and the National Wildlife Centre Trust		2002	PUKAHA 1	00:56:26										yes					
Norman, Philip	Bibliography of New Zealand Compositions Edition 3	1	Nota Bene Music	book or booklet - paperback	304	false			biography	true		176 p. : ports. ; 21 cm.					(c) Philip Norman 1991		1991												yes		1-86935-051-0			
	New Zealanders and the arts - Attitudes, attendance and participation in 2005	2	Creative NZ	book or booklet - paperback	305	false			industry manual - NZ	true			in annual reports. CD inside front cover						2006												yes	Report, with CD which also includes the demographic tables				
Keate, Jeremy	Know your audience - a survey of performing arts audiences, gallery visitors and readers	1	Creative New Zealand	book or booklet - paperback	306	false			industry manual - NZ	true		6 p. : ill. ; 30 cm.	in annual reports						2000												yes		04-77065325			
	The Arts in the New Zealand Curriculum	1	Learning Media Ltd and Ministry of Education	book or booklet - paperback	307	false			industry manual - NZ	true		107 p. ; 30 cm.	in annual reports				(c) Crown 2000		2000	item no 12711											yes		0-478-12711-1			
Nahkies, Graeme	Getting on Board - a governance resource guide for arts organisations	3	Creative New Zealand	book or booklet - paperback	314	false			industry manual - NZ	true		88 p. : ill. ; 31 cm.	in annual reports		revised version				2003												yes		0-477-06544-9			
Sahar, Radha, Bolwell, Jan (ed)	Dance! 	1	Universal Children Audio	kit	318	false			education resource	true		37 p. : ill. ; 30 cm.	book and CD in envelope		Dance! with a wonderful variety of music especially composed for creative dance, and dance-drama. Dance educators and students everywhere will welcome the high content of original New Zealand music and the multicultural flavour of Dance!, which includes content with special appeal to boys.		(c) Universal Childrens Audio 2002		2002										Radha Sahar, David Antony Clark, Faipoto Aporo, Graham Wardrop		yes	book with CD	0-909059-16-0			
